PID	Sample_run	chr	LTR	provirus_orientation	bp_pseudo3LTR
PT1	PT1_Y0.2	chrX	5LTR	-	123471546
PT1	PT1_Y11.4	chrX	3LTR	-	129374278
PT1	PT1_Y0.2	chrX	5LTR	-	129500712
PT1	PT1_Y0.2	chrX	5LTR	-	129500712
PT1	PT1_Y0.2	chrX	5LTR	-	129500712
PT1	PT1_Y0.2	chrX	5LTR	-	129500712
PT1	PT1_Y0.2	chrX	5LTR	-	129500712
PT1	PT1_Y0.2	chrX	5LTR	-	129500712
PT1	PT1_Y11.4	chrX	3LTR	-	129901094
PT1	PT1_Y11.4	chrX	5LTR	-	134686536
PT1	PT1_Y0.2	chrX	5LTR	-	135759793
PT1	PT1_Y11.4	chrX	3LTR	+	147016199
PT1	PT1_Y11.4	chrX	3LTR	+	147016199
PT1	PT1_Y11.4	chrX	3LTR	+	147016199
PT1	PT1_Y11.4	chrX	3LTR	+	147016199
PT1	PT1_Y11.4	chrX	5LTR	-	149827578
PT1	PT1_Y11.4	chrX	5LTR	-	153682799
PT1	PT1_Y0.2	chrX	5LTR	-	154506621
PT1	PT1_Y11.4	chrY	5LTR	-	2687831
PT1	PT1_Y11.4	chrY	3LTR	-	7764649
PT1	PT1_Y11.4	chrY	5LTR	-	14340648
PT2	PT2_Y12.9	chr1	3LTR	+	198735574
PT2	PT2_Y12.9	chr1	3LTR	-	218476558
PT2	PT2_Y12.9	chr10	3LTR	-	6390931
PT2	PT2_Y12.9	chr12	3LTR	+	46595029
PT2	PT2_Y12.9	chr12	3LTR	+	46659299
PT2	PT2_Y12.9	chr12	3LTR	-	64186554
PT2	PT2_Y12.9	chr12	3LTR	+	99745275
PT2	PT2_Y12.9	chr14	3LTR	-	31397821
PT2	PT2_Y12.9	chr15	3LTR	-	74851830
PT2	PT2_Y12.9	chr16	3LTR	-	1369875
PT2	PT2_Y12.9	chr16	3LTR	-	1589240
PT2	PT2_Y12.9	chr16	3LTR	-	23860008
PT2	PT2_Y12.9	chr16	3LTR	-	30632935
PT2	PT2_Y12.9	chr17	3LTR	-	14002198
PT2	PT2_Y12.9	chr17	3LTR	-	78694956
PT2	PT2_Y12.9	chr18	3LTR	+	2706187
PT2	PT2_Y12.9	chr19	3LTR	+	1258617
PT2	PT2_Y12.9	chr19	3LTR	-	12278194
PT2	PT2_Y12.9	chr19	3LTR	-	50327919
PT2	PT2_Y12.9	chr2	3LTR	+	20455530
PT2	PT2_Y12.9	chr2	3LTR	+	192508579
PT2	PT2_Y12.9	chr2	3LTR	-	242315100
PT2	PT2_Y12.9	chr3	3LTR	+	51482755
PT2	PT2_Y12.9	chr3	3LTR	-	69079256
PT2	PT2_Y12.9	chr3	3LTR	-	196499558
PT2	PT2_Y12.9	chr3	3LTR	-	196499558
PT2	PT2_Y12.9	chr4	3LTR	-	106351832
PT2	PT2_Y12.9	chr4	3LTR	-	143265241
PT2	PT2_Y12.9	chr6	3LTR	+	35649004
PT2	PT2_Y12.9	chr6	3LTR	+	99369201
PT2	PT2_Y12.9	chr7	3LTR	-	11179792
PT2	PT2_Y12.9	chr7	3LTR	+	38812538
PT2	PT2_Y12.9	chr7	3LTR	-	120602370
PT2	PT2_Y12.9	chr7	3LTR	+	129517105
PT2	PT2_Y12.9	chr8	3LTR	+	124795518
PT2	PT2_Y12.9	chr9	3LTR	+	36371871
PT3	PT3_Y7.2	chr1	3LTR	-	1549332
PT3	PT3_Y0	chr1	3LTR	+	1735043
PT3	PT3_Y0	chr1	3LTR	+	8538850
PT3	PT3_Y7.2	chr1	3LTR	+	12669246
PT3	PT3_Y7.2	chr1	3LTR	+	22072665
PT3	PT3_Y7.2	chr1	3LTR	+	22072665
PT3	PT3_Y7.2	chr1	3LTR	-	23637910
PT3	PT3_Y0	chr1	3LTR	+	24083127
PT3	PT3_Y7.2	chr1	3LTR	+	25886637
PT3	PT3_Y7.2	chr1	5LTR	+	27772803
PT3	PT3_Y7.2	chr1	3LTR	-	37963910
PT3	PT3_Y7.2	chr1	5LTR	-	39748285
PT3	PT3_Y7.2	chr1	5LTR	+	52904006
PT3	PT3_Y0	chr1	3LTR	-	67787986
PT3	PT3_Y7.2	chr1	3LTR	+	92282309
PT3	PT3_Y7.2	chr1	3LTR	+	92291407
PT3	PT3_Y7.2	chr1	3LTR	-	100863968
PT3	PT3_Y0	chr1	3LTR	+	117293636
PT3	PT3_Y7.2	chr1	3LTR	-	150064479
PT3	PT3_Y7.2	chr1	3LTR	-	151647994
PT3	PT3_Y7.2	chr1	3LTR	+	155306086
PT3	PT3_Y7.2	chr1	3LTR	-	211981735
PT3	PT3_Y7.2	chr10	3LTR	+	5212447
PT3	PT3_Y7.2	chr10	3LTR	-	6991619
PT3	PT3_Y0	chr10	3LTR	+	27431382
PT3	PT3_Y7.2	chr10	3LTR	+	64448314
PT3	PT3_Y0	chr10	3LTR	+	69805753
PT3	PT3_Y7.2	chr10	3LTR	-	70093547
PT3	PT3_Y7.2	chr10	3LTR	-	104291288
PT3	PT3_Y7.2	chr10	3LTR	-	106016222
PT3	PT3_Y7.2	chr10	3LTR	+	112777978
PT3	PT3_Y7.2	chr10	3LTR	-	121336827
PT3	PT3_Y7.2	chr11	5LTR	-	9463849
PT3	PT3_Y7.2	chr11	3LTR	+	13703198
PT3	PT3_Y7.2	chr11	3LTR	+	18515986
PT3	PT3_Y7.2	chr11	3LTR	+	18515986
PT3	PT3_Y7.2	chr11	3LTR	+	18515986
PT3	PT3_Y7.2	chr11	5LTR	-	46851467
PT3	PT3_Y7.2	chr11	5LTR	-	46851467
PT3	PT3_Y7.2	chr11	5LTR	-	46851467
PT3	PT3_Y7.2	chr11	5LTR	-	46851467
PT3	PT3_Y7.2	chr11	5LTR	-	46851467
PT3	PT3_Y7.2	chr11	5LTR	-	46851467
PT3	PT3_Y7.2	chr11	5LTR	-	46851467
PT3	PT3_Y0	chr11	3LTR	-	63615264
PT3	PT3_Y7.2	chr11	3LTR	-	64493484
PT3	PT3_Y7.2	chr11	5LTR	-	64502062
PT3	PT3_Y7.2	chr11	3LTR	+	64965952
PT3	PT3_Y7.2	chr11	3LTR	+	65196009
PT3	PT3_Y7.2	chr11	3LTR	+	65273531
PT3	PT3_Y7.2	chr11	3LTR	+	65414265
PT3	PT3_Y7.2	chr11	3LTR	+	67270284
PT3	PT3_Y7.2	chr11	3LTR	-	71766841
PT3	PT3_Y7.2	chr11	3LTR	+	72631999
PT3	PT3_Y7.2	chr11	3LTR	-	73426904
PT3	PT3_Y7.2	chr11	3LTR	+	95071340
PT3	PT3_Y0	chr11	3LTR	-	95712890
PT3	PT3_Y7.2	chr11	3LTR	+	108159694
PT3	PT3_Y7.2	chr11	3LTR	+	117911525
PT3	PT3_Y7.2	chr11	3LTR	-	118140542
PT3	PT3_Y7.2	chr11	3LTR	-	118199552
PT3	PT3_Y0	chr11	5LTR	+	118313028
PT3	PT3_Y7.2	chr11	3LTR	+	118350965
PT3	PT3_Y7.2	chr11	3LTR	+	118361830
PT3	PT3_Y7.2	chr12	3LTR	+	905922
PT3	PT3_Y7.2	chr12	3LTR	-	4295561
PT3	PT3_Y7.2	chr12	3LTR	-	9905287
PT3	PT3_Y0	chr12	3LTR	+	22552354
PT3	PT3_Y0	chr12	3LTR	+	32670812
PT3	PT3_Y7.2	chr12	3LTR	-	39761136
PT3	PT3_Y7.2	chr12	3LTR	+	54724415
PT3	PT3_Y0	chr12	3LTR	+	56314112
PT3	PT3_Y7.2	chr12	3LTR	+	57003625
PT3	PT3_Y7.2	chr12	3LTR	-	66709123
PT3	PT3_Y7.2	chr12	3LTR	-	66709123
PT3	PT3_Y7.2	chr12	3LTR	-	66709123
PT3	PT3_Y7.2	chr12	5LTR	-	107361746
PT3	PT3_Y7.2	chr12	3LTR	+	121673783
PT3	PT3_Y7.2	chr12	5LTR	-	123902207
PT3	PT3_Y7.2	chr12	3LTR	+	132248252
PT3	PT3_Y7.2	chr13	3LTR	+	30829171
PT3	PT3_Y7.2	chr13	3LTR	-	50343365
PT3	PT3_Y7.2	chr14	3LTR	+	21718225
PT3	PT3_Y7.2	chr14	3LTR	+	34660376
PT3	PT3_Y7.2	chr14	3LTR	+	53124840
PT3	PT3_Y7.2	chr14	3LTR	+	68756069
PT3	PT3_Y7.2	chr14	3LTR	+	91578693
PT3	PT3_Y7.2	chr14	3LTR	+	92603958
PT3	PT3_Y0	chr14	5LTR	-	102288207
PT3	PT3_Y7.2	chr15	3LTR	-	33162703
PT3	PT3_Y7.2	chr15	3LTR	+	40513337
PT3	PT3_Y7.2	chr15	3LTR	-	64594919
PT3	PT3_Y0	chr15	3LTR	+	64654081
PT3	PT3_Y7.2	chr15	3LTR	-	73910706
PT3	PT3_Y7.2	chr15	3LTR	-	91087208
PT3	PT3_Y7.2	chr16	3LTR	-	575296
PT3	PT3_Y7.2	chr16	3LTR	+	2757985
PT3	PT3_Y7.2	chr16	3LTR	+	3676180
PT3	PT3_Y7.2	chr16	3LTR	+	3676180
PT3	PT3_Y7.2	chr16	3LTR	+	3676180
PT3	PT3_Y7.2	chr16	3LTR	+	3676180
PT3	PT3_Y7.2	chr16	3LTR	+	3676180
PT3	PT3_Y7.2	chr16	3LTR	+	23946910
PT3	PT3_Y7.2	chr16	3LTR	-	24992612
PT3	PT3_Y7.2	chr16	3LTR	+	31753282
PT3	PT3_Y7.2	chr16	3LTR	+	53488566
PT3	PT3_Y7.2	chr16	3LTR	-	56248982
PT3	PT3_Y7.2	chr16	3LTR	-	66592761
PT3	PT3_Y7.2	chr16	3LTR	-	67191371
PT3	PT3_Y7.2	chr16	3LTR	-	67641825
PT3	PT3_Y0	chr16	3LTR	-	68595792
PT3	PT3_Y7.2	chr16	3LTR	+	69683881
PT3	PT3_Y7.2	chr16	3LTR	-	75078944
PT3	PT3_Y7.2	chr16	3LTR	-	85951111
PT3	PT3_Y7.2	chr16	3LTR	+	89176532
PT3	PT3_Y7.2	chr17	3LTR	+	4192884
PT3	PT3_Y7.2	chr17	3LTR	+	4596357
PT3	PT3_Y7.2	chr17	3LTR	+	4596357
PT3	PT3_Y7.2	chr17	3LTR	-	16970031
PT3	PT3_Y7.2	chr17	3LTR	+	26374745
PT3	PT3_Y7.2	chr17	3LTR	+	27222272
PT3	PT3_Y7.2	chr17	3LTR	+	29580861
PT3	PT3_Y7.2	chr17	3LTR	+	36944192
PT3	PT3_Y7.2	chr17	3LTR	-	37685987
PT3	PT3_Y7.2	chr17	3LTR	+	37960976
PT3	PT3_Y0	chr17	3LTR	+	38792898
PT3	PT3_Y7.2	chr17	3LTR	+	38793595
PT3	PT3_Y7.2	chr17	3LTR	+	38793595
PT3	PT3_Y0	chr17	3LTR	+	40420937
PT3	PT3_Y7.2	chr17	3LTR	+	40426483
PT3	PT3_Y0	chr17	3LTR	+	41318325
PT3	PT3_Y7.2	chr17	3LTR	+	47403627
PT3	PT3_Y7.2	chr17	3LTR	+	47481232
PT3	PT3_Y0	chr17	3LTR	-	47709840
PT3	PT3_Y7.2	chr17	3LTR	-	56223012
PT3	PT3_Y0	chr17	3LTR	-	62523069
PT3	PT3_Y7.2	chr17	3LTR	-	65386003
PT3	PT3_Y7.2	chr17	3LTR	+	73458571
PT3	PT3_Y7.2	chr17	3LTR	-	73825137
PT3	PT3_Y7.2	chr17	3LTR	-	78618181
PT3	PT3_Y7.2	chr17	3LTR	-	79211652
PT3	PT3_Y0	chr17	3LTR	+	79511181
PT3	PT3_Y7.2	chr17	3LTR	-	79824300
PT3	PT3_Y7.2	chr17	3LTR	+	80126836
PT3	PT3_Y7.2	chr17	3LTR	+	80432093
PT3	PT3_Y7.2	chr17	3LTR	-	80502949
PT3	PT3_Y7.2	chr18	3LTR	+	2701025
PT3	PT3_Y7.2	chr18	3LTR	-	25559558
PT3	PT3_Y7.2	chr18	3LTR	+	48720660
PT3	PT3_Y7.2	chr19	3LTR	-	810990
PT3	PT3_Y7.2	chr19	3LTR	-	1597992
PT3	PT3_Y7.2	chr19	3LTR	+	2006221
PT3	PT3_Y7.2	chr19	3LTR	+	3534312
PT3	PT3_Y0	chr19	3LTR	-	7473393
PT3	PT3_Y7.2	chr19	3LTR	+	7489445
PT3	PT3_Y0	chr19	3LTR	+	9758727
PT3	PT3_Y0	chr19	3LTR	+	9758727
PT3	PT3_Y0	chr19	3LTR	-	10288219
PT3	PT3_Y0	chr19	3LTR	-	11836334
PT3	PT3_Y0	chr19	3LTR	+	16510792
PT3	PT3_Y0	chr19	3LTR	+	17199823
PT3	PT3_Y7.2	chr19	3LTR	-	36141877
PT3	PT3_Y7.2	chr19	3LTR	-	38135869
PT3	PT3_Y7.2	chr19	3LTR	+	40155450
PT3	PT3_Y0	chr19	3LTR	-	41796530
PT3	PT3_Y0	chr19	3LTR	+	42616319
PT3	PT3_Y7.2	chr19	3LTR	+	42780680
PT3	PT3_Y7.2	chr19	3LTR	-	50126880
PT3	PT3_Y7.2	chr19	3LTR	+	50257395
PT3	PT3_Y0	chr19	3LTR	-	50390718
PT3	PT3_Y7.2	chr19	3LTR	-	53189332
PT3	PT3_Y0	chr19	3LTR	-	56169789
PT3	PT3_Y7.2	chr19	3LTR	+	56655086
PT3	PT3_Y7.2	chr2	3LTR	-	14904684
PT3	PT3_Y7.2	chr2	3LTR	-	32450173
PT3	PT3_Y7.2	chr2	3LTR	+	68419981
PT3	PT3_Y7.2	chr2	3LTR	+	68679737
PT3	PT3_Y0	chr2	3LTR	+	69820999
PT3	PT3_Y0	chr2	3LTR	+	99271855
PT3	PT3_Y7.2	chr2	3LTR	+	128279836
PT3	PT3_Y7.2	chr2	3LTR	+	128279836
PT3	PT3_Y7.2	chr2	5LTR	+	135046038
PT3	PT3_Y7.2	chr2	3LTR	-	136725001
PT3	PT3_Y7.2	chr2	3LTR	-	182050613
PT3	PT3_Y7.2	chr2	3LTR	-	197006620
PT3	PT3_Y7.2	chr2	3LTR	+	208435693
PT3	PT3_Y7.2	chr2	3LTR	+	213988491
PT3	PT3_Y7.2	chr2	3LTR	+	220044215
PT3	PT3_Y7.2	chr2	3LTR	-	242652039
PT3	PT3_Y7.2	chr20	3LTR	+	31424525
PT3	PT3_Y7.2	chr20	3LTR	+	37165442
PT3	PT3_Y7.2	chr20	5LTR	-	43561095
PT3	PT3_Y7.2	chr22	5LTR	-	19803165
PT3	PT3_Y7.2	chr22	3LTR	-	21955764
PT3	PT3_Y7.2	chr22	3LTR	+	29912302
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	-	30515408
PT3	PT3_Y7.2	chr22	3LTR	+	30555480
PT3	PT3_Y0	chr22	3LTR	-	39094499
PT3	PT3_Y7.2	chr22	3LTR	-	39804108
PT3	PT3_Y7.2	chr3	3LTR	+	15294446
PT3	PT3_Y7.2	chr3	3LTR	-	20154192
PT3	PT3_Y7.2	chr3	3LTR	-	49790921
PT3	PT3_Y7.2	chr3	3LTR	-	52952495
PT3	PT3_Y7.2	chr4	3LTR	+	36275803
PT3	PT3_Y0	chr4	3LTR	+	39915472
PT3	PT3_Y7.2	chr4	5LTR	+	41944481
PT3	PT3_Y7.2	chr4	3LTR	+	57776708
PT3	PT3_Y7.2	chr4	3LTR	-	76522819
PT3	PT3_Y7.2	chr4	3LTR	-	143619341
PT3	PT3_Y7.2	chr4	3LTR	+	154435233
PT3	PT3_Y7.2	chr5	3LTR	+	94015987
PT3	PT3_Y7.2	chr5	3LTR	-	112876468
PT3	PT3_Y7.2	chr5	3LTR	-	130678766
PT3	PT3_Y0	chr5	3LTR	+	171496450
PT3	PT3_Y7.2	chr5	3LTR	-	175888908
PT3	PT3_Y0	chr6	3LTR	+	15603556
PT3	PT3_Y0	chr6	3LTR	-	30471478
PT3	PT3_Y0	chr6	3LTR	-	30481556
PT3	PT3_Y7.2	chr6	5LTR	-	32828370
PT3	PT3_Y7.2	chr6	3LTR	-	32830785
PT3	PT3_Y0	chr6	3LTR	+	33226084
PT3	PT3_Y7.2	chr6	3LTR	-	33269476
PT3	PT3_Y7.2	chr6	3LTR	+	69785326
PT3	PT3_Y7.2	chr6	3LTR	-	90729358
PT3	PT3_Y7.2	chr6	3LTR	+	136604960
PT3	PT3_Y7.2	chr6	3LTR	+	149407304
PT3	PT3_Y7.2	chr6	3LTR	+	149847786
PT3	PT3_Y7.2	chr6	3LTR	-	155487260
PT3	PT3_Y7.2	chr7	3LTR	+	7635692
PT3	PT3_Y0	chr7	3LTR	+	7795480
PT3	PT3_Y7.2	chr7	3LTR	+	99748035
PT3	PT3_Y7.2	chr7	3LTR	-	99809601
PT3	PT3_Y7.2	chr7	3LTR	-	114616620
PT3	PT3_Y7.2	chr7	5LTR	+	130859778
PT3	PT3_Y7.2	chr7	3LTR	-	139826967
PT3	PT3_Y7.2	chr7	3LTR	-	143104764
PT3	PT3_Y7.2	chr8	3LTR	+	8196283
PT3	PT3_Y7.2	chr8	5LTR	+	8196283
PT3	PT3_Y0	chr8	3LTR	-	17808696
PT3	PT3_Y7.2	chr8	5LTR	-	22363313
PT3	PT3_Y7.2	chr8	3LTR	+	65708697
PT3	PT3_Y7.2	chr8	3LTR	+	71211716
PT3	PT3_Y7.2	chr8	3LTR	-	95842756
PT3	PT3_Y7.2	chr8	3LTR	+	145282221
PT3	PT3_Y7.2	chr8	3LTR	+	145613294
PT3	PT3_Y0	chr8	3LTR	-	145706371
PT3	PT3_Y0	chr9	3LTR	+	33838529
PT3	PT3_Y0	chr9	3LTR	+	33963980
PT3	PT3_Y7.2	chr9	3LTR	+	98654262
PT3	PT3_Y7.2	chr9	3LTR	+	98654262
PT3	PT3_Y7.2	chr9	5LTR	+	130757002
PT3	PT3_Y7.2	chr9	5LTR	-	140155591
PT3	PT3_Y7.2	chrUn	3LTR	-	46196
PT3	PT3_Y7.2	chrUn	3LTR	-	46196
PT3	PT3_Y7.2	chrX	3LTR	-	76923119
PT3	PT3_Y7.2	chrX	3LTR	-	153558489
PT4	PT4_Y12.2	chr1	3LTR	-	7979076
PT4	PT4_Y12.2	chr1	3LTR	+	21346591
PT4	PT4_Y12.2	chr1	3LTR	+	25242557
PT4	PT4_Y12.2	chr1	3LTR	+	25774533
PT4	PT4_Y12.2	chr1	3LTR	+	28401337
PT4	PT4_Y12.2	chr1	3LTR	+	42361213
PT4	PT4_Y12.2	chr1	3LTR	-	51707372
PT4	PT4_Y12.2	chr1	3LTR	+	70696089
PT4	PT4_Y12.2	chr1	3LTR	-	89634943
PT4	PT4_Y12.2	chr1	3LTR	-	101402728
PT4	PT4_Y12.2	chr1	3LTR	-	161175189
PT4	PT4_Y12.2	chr1	3LTR	-	167646367
PT4	PT4_Y12.2	chr1	3LTR	+	184038325
PT4	PT4_Y12.2	chr1	3LTR	-	211838371
PT4	PT4_Y12.2	chr1	3LTR	-	224026620
PT4	PT4_Y12.2	chr1	3LTR	+	229269033
PT4	PT4_Y12.2	chr10	3LTR	+	17463293
PT4	PT4_Y12.2	chr10	3LTR	+	38208064
PT4	PT4_Y12.2	chr10	3LTR	+	49615286
PT4	PT4_Y12.2	chr10	3LTR	+	80823541
PT4	PT4_Y12.2	chr10	5LTR	+	80823541
PT4	PT4_Y12.2	chr11	3LTR	+	220871
PT4	PT4_Y12.2	chr11	3LTR	-	757513
PT4	PT4_Y12.2	chr11	3LTR	+	6745747
PT4	PT4_Y12.2	chr11	3LTR	+	31505013
PT4	PT4_Y12.2	chr11	3LTR	+	43746590
PT4	PT4_Y12.2	chr11	3LTR	+	60843649
PT4	PT4_Y12.2	chr11	3LTR	+	64640757
PT4	PT4_Y12.2	chr11	3LTR	+	65852765
PT4	PT4_Y12.2	chr11	3LTR	-	65964889
PT4	PT4_Y12.2	chr11	3LTR	-	71672116
PT4	PT4_Y12.2	chr11	3LTR	-	71778170
PT4	PT4_Y12.2	chr11	3LTR	-	72824164
PT4	PT4_Y12.2	chr11	3LTR	-	72847866
PT4	PT4_Y12.2	chr11	3LTR	-	73217928
PT4	PT4_Y12.2	chr11	3LTR	+	89951130
PT4	PT4_Y12.2	chr11	3LTR	+	95398878
PT4	PT4_Y12.2	chr11	3LTR	+	118097865
PT4	PT4_Y12.2	chr11	3LTR	-	128125228
PT4	PT4_Y12.2	chr12	3LTR	+	12612377
PT4	PT4_Y12.2	chr12	3LTR	-	46259128
PT4	PT4_Y12.2	chr12	3LTR	-	46259128
PT4	PT4_Y12.2	chr12	3LTR	+	47747147
PT4	PT4_Y12.2	chr12	3LTR	+	47747147
PT4	PT4_Y12.2	chr12	5LTR	-	49099489
PT4	PT4_Y12.2	chr12	3LTR	+	53619733
PT4	PT4_Y12.2	chr12	3LTR	+	56430186
PT4	PT4_Y12.2	chr12	3LTR	+	57466275
PT4	PT4_Y12.2	chr12	3LTR	+	92526400
PT4	PT4_Y12.2	chr12	3LTR	-	107353077
PT4	PT4_Y12.2	chr12	3LTR	-	107353077
PT4	PT4_Y12.2	chr12	3LTR	+	110585436
PT4	PT4_Y12.2	chr12	3LTR	+	110585436
PT4	PT4_Y12.2	chr12	5LTR	+	121228486
PT4	PT4_Y12.2	chr12	5LTR	+	121228486
PT4	PT4_Y12.2	chr12	3LTR	+	133627862
PT4	PT4_Y12.2	chr13	3LTR	+	73350565
PT4	PT4_Y12.2	chr13	5LTR	+	85917943
PT4	PT4_Y12.2	chr13	5LTR	-	110639972
PT4	PT4_Y12.2	chr14	3LTR	-	51242264
PT4	PT4_Y12.2	chr14	3LTR	-	90159332
PT4	PT4_Y12.2	chr14	3LTR	-	91387657
PT4	PT4_Y12.2	chr15	3LTR	+	63422970
PT4	PT4_Y12.2	chr15	3LTR	+	64230395
PT4	PT4_Y12.2	chr15	3LTR	-	91085403
PT4	PT4_Y12.2	chr15	3LTR	+	91115730
PT4	PT4_Y12.2	chr15	3LTR	-	91293490
PT4	PT4_Y12.2	chr16	3LTR	-	713724
PT4	PT4_Y12.2	chr16	3LTR	+	1874351
PT4	PT4_Y12.2	chr16	3LTR	-	2202409
PT4	PT4_Y12.2	chr16	5LTR	+	14309457
PT4	PT4_Y12.2	chr16	5LTR	+	14309457
PT4	PT4_Y12.2	chr16	3LTR	+	23475831
PT4	PT4_Y12.2	chr16	3LTR	+	48621036
PT4	PT4_Y12.2	chr16	3LTR	+	50352524
PT4	PT4_Y12.2	chr16	5LTR	-	68130894
PT4	PT4_Y12.2	chr16	5LTR	-	68130894
PT4	PT4_Y12.2	chr16	5LTR	-	68130894
PT4	PT4_Y12.2	chr16	3LTR	-	68130894
PT4	PT4_Y12.2	chr16	3LTR	-	68130894
PT4	PT4_Y12.2	chr16	3LTR	+	84764959
PT4	PT4_Y12.2	chr17	3LTR	+	4130306
PT4	PT4_Y12.2	chr17	3LTR	-	7158160
PT4	PT4_Y12.2	chr17	3LTR	-	7396401
PT4	PT4_Y12.2	chr17	3LTR	-	33744810
PT4	PT4_Y12.2	chr17	3LTR	-	40006638
PT4	PT4_Y12.2	chr17	3LTR	-	40384798
PT4	PT4_Y12.2	chr17	3LTR	-	40404703
PT4	PT4_Y12.2	chr17	3LTR	-	40404703
PT4	PT4_Y12.2	chr17	3LTR	-	40404703
PT4	PT4_Y12.2	chr17	3LTR	-	41576726
PT4	PT4_Y12.2	chr17	3LTR	-	56638520
PT4	PT4_Y12.2	chr17	3LTR	+	60044806
PT4	PT4_Y12.2	chr17	3LTR	-	66524287
PT4	PT4_Y12.2	chr17	3LTR	+	73388549
PT4	PT4_Y12.2	chr17	3LTR	-	73970291
PT4	PT4_Y12.2	chr17	3LTR	-	78735959
PT4	PT4_Y12.2	chr17	3LTR	+	79510021
PT4	PT4_Y12.2	chr17	3LTR	+	79510021
PT4	PT4_Y12.2	chr17	3LTR	+	80260008
PT4	PT4_Y12.2	chr18	3LTR	-	23719147
PT4	PT4_Y12.2	chr18	3LTR	+	74603220
PT4	PT4_Y12.2	chr19	3LTR	+	8525056
PT4	PT4_Y12.2	chr19	3LTR	-	8527192
PT4	PT4_Y12.2	chr19	3LTR	-	8527192
PT4	PT4_Y12.2	chr19	3LTR	-	8527192
PT4	PT4_Y12.2	chr19	3LTR	-	8527192
PT4	PT4_Y12.2	chr19	3LTR	-	8527192
PT4	PT4_Y12.2	chr19	3LTR	-	8527192
PT4	PT4_Y12.2	chr19	3LTR	-	8527192
